brand,model,year,mileage,fuel,gearbox,vehicle_condition,car_body,horsepower,engine_size,number_of_owners,accident_history,import_or_local,location,color,air_conditioning,parking_sensor,rear_camera,sunroof,alloy_wheels,bluetooth,gps,price
Kia,Rio,2020,56117,Diesel,Manuelle,moyen,SUV,215,3.1,1,0,local,Nabeul,bleu,1,0,0,0,0,0,0,10144
Volkswagen,Polo,2009,203943,Essence,Automatique,moyen,monospace,105,1.4,1,0,local,Sousse,bleu,0,0,1,0,0,0,1,2000
Chery,Tiggo,2005,239878,Essence,Manuelle,tres bon etat,SUV,125,1.7,3,1,imported,Kairouan,bleu,1,0,1,1,0,0,1,2000
Nissan,X-Trail,2010,334657,Essence,Automatique,excellent,SUV,178,2.5,4,0,local,Gabes,vert,1,1,1,1,0,0,1,2000
Ford,Kuga,2021,32211,Essence,Automatique,bon etat,SUV,141,1.7,2,0,local,Kairouan,bleu,0,0,0,1,1,0,1,16336
Hyundai,Accent,2013,269434,Diesel,Manuelle,a reparer,SUV,154,1.8,1,0,local,Tunis,noir,0,1,1,0,0,0,1,2000
Chery,Tiggo,2010,276780,Essence,Manuelle,moyen,compacte,85,1.1,1,1,local,Kairouan,rouge,0,0,0,0,1,0,0,2000
Volkswagen,Golf 6,2023,44816,Essence,Automatique,tres bon etat,monospace,141,1.7,3,0,local,Kairouan,noir,0,0,0,0,0,1,0,25893
Chery,Tiggo,2015,130818,Essence,Manuelle,tres bon etat,break,146,1.9,1,0,local,Gafsa,bleu,1,1,0,1,0,0,0,5778
Renault,Clio,2005,336506,Essence,Automatique,bon etat,berline,166,2.0,2,0,local,Gafsa,vert,0,1,0,0,0,0,1,2000
Peugeot,301,2018,71658,Diesel,Manuelle,bon etat,berline,150,1.8,1,0,local,Bizerte,rouge,1,1,0,0,1,1,1,12966
Nissan,Micra,2020,113317,Diesel,Manuelle,tres bon etat,SUV,135,1.3,1,0,imported,Gafsa,gris,1,0,1,0,1,0,0,12414
Mercedes,E200,2020,95814,Diesel,Automatique,a reparer,compacte,105,1.6,2,0,local,Kairouan,noir,1,0,0,0,0,1,0,22373
Mercedes,C200,2008,217713,Essence,Manuelle,tres bon etat,citadine,93,1.4,3,0,imported,Bizerte,vert,0,0,1,1,1,1,0,8647
Dacia,Logan,2013,222130,Diesel,Automatique,bon etat,compacte,99,0.9,3,0,local,Gabes,beige,1,0,1,1,1,0,0,2000
Mitsubishi,Outlander,2016,149477,Essence,Manuelle,tres bon etat,SUV,159,2.4,1,0,local,Ariana,bleu,1,1,0,1,0,0,0,6688
Renault,Clio,2022,29059,Essence,Manuelle,moyen,monospace,150,1.7,1,1,local,Kairouan,blanc,1,1,1,0,0,0,0,11328
Kia,Cerato,2013,156910,Essence,Manuelle,tres bon etat,SUV,125,1.3,1,0,local,Bizerte,blanc,0,0,1,0,0,1,0,2952
Suzuki,Celerio,2024,12121,Essence,Manuelle,bon etat,break,112,1.5,1,0,imported,Gafsa,noir,1,1,1,0,1,1,0,22241
Hyundai,i10,2015,170378,Essence,Automatique,tres bon etat,berline,150,1.9,2,0,local,Ariana,vert,0,0,0,0,0,0,0,3136
Chery,Tiggo,2024,8248,Essence,Manuelle,tres bon etat,SUV,162,1.8,3,0,local,Sousse,gris,0,1,0,0,0,1,1,20654
Mercedes,E200,2013,75731,Essence,Automatique,bon etat,berline,157,2.4,2,0,local,Kairouan,beige,0,0,0,0,0,1,0,18705
BMW,520d,2013,261898,Diesel,Manuelle,bon etat,SUV,147,1.6,3,0,local,Tunis,beige,1,0,1,1,1,0,1,14641
Fiat,500,2016,95576,Diesel,Automatique,bon etat,monospace,151,2.1,2,1,imported,Gabes,gris,0,0,0,1,0,0,1,4447
Chery,Arrizo,2020,93104,Essence,Automatique,excellent,monospace,139,1.9,1,1,imported,Tunis,beige,0,0,0,0,1,0,0,8825
Mercedes,GLA,2010,350654,Essence,Automatique,tres bon etat,break,129,1.9,4,0,local,Tunis,gris,1,1,1,0,0,1,1,7214
Chery,Tiggo,2006,455765,Essence,Automatique,bon etat,SUV,200,2.5,2,0,local,Sousse,beige,0,1,1,1,0,1,0,2000
Mercedes,E200,2019,39115,Diesel,Automatique,bon etat,monospace,159,1.6,1,0,imported,Gabes,argent,0,0,1,0,0,0,0,39583
Dacia,Sandero,2009,237432,Essence,Manuelle,a reparer,berline,110,1.3,2,0,local,Ariana,beige,0,0,0,0,1,1,1,2000
Mercedes,GLA,2019,79563,Essence,Automatique,bon etat,berline,177,2.1,3,0,imported,Gafsa,vert,0,0,1,0,1,1,0,39430
Opel,Astra,2018,127286,Hybride,Automatique,tres bon etat,berline,158,2.1,3,0,local,Sfax,bleu,0,0,0,0,1,1,1,9729
Nissan,X-Trail,2022,38866,Essence,Manuelle,tres bon etat,break,121,1.8,1,0,imported,Kairouan,rouge,0,1,0,0,0,1,1,23742
Hyundai,i10,2011,221837,Diesel,Manuelle,tres bon etat,monospace,153,1.8,1,0,local,Ariana,argent,0,1,0,0,0,0,0,2000
Renault,Clio,2024,20362,Essence,Automatique,excellent,compacte,117,1.9,1,0,imported,Kairouan,gris,1,1,0,0,0,1,1,26283
Ford,Kuga,2018,108149,Diesel,Automatique,bon etat,compacte,113,1.5,2,0,local,Ben Arous,bleu,1,1,1,1,1,1,1,11866
BMW,116i,2019,119527,Diesel,Manuelle,bon etat,break,142,1.7,2,0,local,Tunis,gris,0,1,0,1,1,1,0,34092
Ford,Focus,2015,117151,Diesel,Manuelle,moyen,SUV,202,2.5,2,0,imported,Ben Arous,blanc,0,1,0,0,0,0,0,4625
Peugeot,208,2009,295747,Essence,Manuelle,a reparer,berline,166,2.2,4,0,local,Kairouan,beige,0,1,0,1,0,0,0,2000
Hyundai,Accent,2019,136927,Essence,Manuelle,excellent,compacte,88,1.5,2,0,local,Ben Arous,gris,0,0,1,0,0,1,1,11236
Peugeot,3008,2016,200989,Essence,Manuelle,bon etat,compacte,129,1.7,1,0,imported,Bizerte,vert,1,0,0,1,0,1,0,6757
Chery,Arrizo,2011,184140,Essence,Automatique,tres bon etat,compacte,115,1.8,3,0,local,Ariana,blanc,1,0,0,1,0,0,0,2000
Fiat,Tipo,2010,195822,Essence,Automatique,a reparer,berline,119,1.2,2,0,local,Gafsa,blanc,0,1,0,1,1,1,0,2000
Fiat,500,2023,39347,Essence,Manuelle,bon etat,SUV,213,2.7,3,0,local,Bizerte,rouge,0,1,1,0,1,1,0,14441
Kia,Sportage,2024,18494,Essence,Manuelle,a reparer,SUV,203,2.7,1,0,imported,Gafsa,bleu,0,0,0,1,0,0,0,12695
Ford,Kuga,2023,42228,Essence,Manuelle,bon etat,monospace,158,2.3,1,0,local,Ariana,noir,0,1,1,1,1,1,1,20504
Chery,Arrizo,2023,36325,Essence,Manuelle,moyen,citadine,62,1.0,4,0,imported,Kairouan,argent,0,0,0,0,0,1,0,11534
Hyundai,i20,2010,121662,Essence,Manuelle,excellent,compacte,122,1.3,1,0,local,Gabes,noir,0,1,0,0,0,0,1,2870
Chery,Arrizo,2020,52977,Diesel,Manuelle,bon etat,SUV,144,1.9,1,0,local,Kairouan,beige,1,1,0,0,0,1,1,11600
BMW,116i,2020,89419,Essence,Automatique,bon etat,break,124,1.7,3,0,imported,Bizerte,bleu,1,0,1,1,0,1,1,40844
Volkswagen,Polo,2006,445436,Hybride,Automatique,excellent,SUV,190,2.4,2,0,imported,Bizerte,gris,1,0,1,1,0,0,1,2000
Hyundai,Tucson,2022,58450,Essence,Automatique,tres bon etat,SUV,139,1.7,2,0,local,Kairouan,gris,0,0,0,1,0,0,0,20717
Audi,A3,2006,277623,Essence,Manuelle,bon etat,monospace,129,1.5,3,0,local,Tunis,blanc,0,1,0,0,1,1,0,2220
BMW,520d,2008,272258,Diesel,Manuelle,bon etat,compacte,104,1.4,2,0,imported,Nabeul,gris,1,1,0,0,0,0,1,4664
Fiat,Punto,2023,35183,Diesel,Automatique,excellent,monospace,133,1.3,1,0,local,Tunis,argent,0,0,0,0,0,0,1,15607
Suzuki,Swift,2021,50280,Essence,Manuelle,bon etat,monospace,145,1.6,1,0,local,Ariana,blanc,0,0,0,1,0,1,1,13910
Opel,Astra,2006,369894,Essence,Manuelle,moyen,citadine,64,1.1,2,0,imported,Ben Arous,argent,0,0,0,0,1,0,1,2000
Mercedes,E200,2011,154937,Essence,Automatique,a reparer,break,133,2.0,2,0,imported,Ben Arous,rouge,1,1,0,0,1,1,1,9274
Renault,Kangoo,2013,176919,Diesel,Automatique,moyen,monospace,115,1.2,2,0,local,Kairouan,beige,1,1,0,1,0,1,0,3743
Renault,Symbol,2023,30333,Diesel,Automatique,bon etat,berline,115,1.8,2,0,local,Bizerte,gris,0,0,0,1,0,0,0,21449
BMW,520d,2011,165321,Essence,Manuelle,tres bon etat,compacte,118,1.4,3,0,local,Sousse,beige,0,0,0,1,0,1,1,12856
Renault,Kangoo,2017,83166,Essence,Manuelle,bon etat,SUV,188,2.5,1,0,imported,Ariana,bleu,1,0,0,0,1,1,1,10091
Volkswagen,Golf 7,2020,71277,Diesel,Manuelle,bon etat,compacte,99,1.0,1,0,imported,Bizerte,blanc,0,1,1,1,1,1,0,20115
Volkswagen,Golf 5,2020,114870,Diesel,Manuelle,bon etat,compacte,101,1.3,1,0,local,Nabeul,rouge,0,1,1,0,1,0,1,16927
Peugeot,207,2015,127272,Diesel,Automatique,excellent,SUV,171,2.2,1,1,local,Gafsa,argent,1,1,1,1,0,0,0,7077
Opel,Corsa,2009,247259,Essence,Automatique,tres bon etat,break,126,1.5,3,0,local,Ben Arous,rouge,1,0,1,0,1,0,1,2000
Audi,Q3,2013,186178,Essence,Automatique,bon etat,berline,158,2.2,1,0,local,Nabeul,bleu,0,1,1,1,0,1,1,16745
Ford,Focus,2024,12608,Essence,Manuelle,tres bon etat,berline,177,2.3,1,0,local,Gafsa,vert,1,0,0,0,1,0,0,22202
BMW,118i,2012,196307,Essence,Manuelle,bon etat,compacte,96,1.2,1,0,local,Nabeul,rouge,1,0,0,0,0,0,1,11992
Mitsubishi,Outlander,2010,3000,Essence,Automatique,tres bon etat,compacte,126,1.6,1,0,local,Gabes,gris,0,0,1,1,0,1,0,7368
Renault,Kangoo,2020,64928,Essence,Automatique,a reparer,monospace,111,1.6,3,0,imported,Tunis,vert,1,0,0,0,0,0,1,8288
Hyundai,i20,2016,108050,Essence,Manuelle,tres bon etat,SUV,157,2.0,1,0,local,Gafsa,beige,1,0,0,0,0,0,0,6879
Mitsubishi,Lancer,2017,199649,Essence,Manuelle,excellent,break,139,1.8,1,0,local,Kairouan,rouge,0,1,1,0,0,0,0,6488
Peugeot,308,2020,57164,Diesel,Automatique,bon etat,compacte,114,1.4,3,0,imported,Sfax,gris,1,0,0,0,1,0,1,16109
Dacia,Logan,2010,226837,Diesel,Manuelle,tres bon etat,SUV,141,1.7,1,0,imported,Bizerte,beige,0,0,0,1,1,0,0,2000
Dacia,Duster,2012,159605,Essence,Automatique,moyen,monospace,125,1.6,1,1,local,Tunis,noir,0,0,0,0,1,1,0,2000
Opel,Astra,2009,228071,Essence,Manuelle,bon etat,monospace,133,1.5,1,0,imported,Gabes,vert,0,0,1,1,0,1,0,2000
Mercedes,C180,2018,97407,Diesel,Automatique,tres bon etat,monospace,142,1.8,2,0,local,Gabes,rouge,1,1,0,0,0,1,1,35636
Renault,Clio,2014,177009,Diesel,Manuelle,bon etat,monospace,113,1.7,1,0,imported,Nabeul,blanc,0,0,0,1,0,0,0,3000
Suzuki,Vitara,2012,214193,Essence,Automatique,moyen,citadine,74,1.0,3,1,imported,Gafsa,argent,1,1,0,1,0,1,0,2000
Opel,Insignia,2020,67161,Diesel,Manuelle,bon etat,compacte,89,1.2,1,1,local,Sfax,bleu,0,0,1,0,0,0,0,9023
Renault,Clio,2010,202904,Essence,Automatique,tres bon etat,break,155,1.9,2,0,local,Bizerte,bleu,1,1,1,0,1,0,1,2000
Peugeot,3008,2005,473195,Essence,Automatique,bon etat,berline,127,1.8,1,1,local,Bizerte,vert,0,1,0,0,0,0,0,2000
Toyota,Rav4,2020,43251,Diesel,Manuelle,bon etat,compacte,98,1.4,1,0,local,Sfax,rouge,0,0,0,0,0,1,1,18653
Hyundai,Tucson,2012,133241,Diesel,Manuelle,bon etat,berline,111,1.2,3,0,local,Sfax,blanc,0,0,0,0,0,0,0,2682
BMW,520d,2006,385208,Essence,Manuelle,tres bon etat,compacte,96,1.4,1,0,local,Kairouan,vert,0,0,1,0,0,0,0,2000
Kia,Picanto,2014,137940,Essence,Manuelle,bon etat,berline,145,1.7,3,1,local,Tunis,rouge,0,0,0,1,0,0,1,3046
Ford,Fiesta,2014,127030,Diesel,Automatique,bon etat,compacte,87,1.5,2,0,local,Sousse,vert,0,0,1,0,1,0,0,4994
Toyota,Yaris,2008,289477,Essence,Manuelle,tres bon etat,compacte,114,1.3,1,0,local,Bizerte,rouge,0,1,0,1,1,0,0,2000
Mitsubishi,Lancer,2019,74205,Essence,Automatique,bon etat,SUV,176,2.2,1,0,local,Ariana,beige,1,0,0,0,1,0,0,11445
Kia,Rio,2016,193631,Essence,Automatique,tres bon etat,break,120,1.4,3,0,local,Nabeul,beige,0,1,0,0,0,0,1,4780
Mercedes,GLA,2017,142798,Diesel,Automatique,a reparer,compacte,88,1.2,1,0,local,Gafsa,argent,0,0,1,1,1,1,0,19135
Mitsubishi,Outlander,2006,233091,Essence,Manuelle,tres bon etat,monospace,110,1.3,3,0,local,Gabes,argent,1,0,1,1,0,0,0,2000
Mercedes,GLA,2019,112726,Essence,Automatique,tres bon etat,break,139,2.0,2,0,imported,Kairouan,gris,1,0,0,1,0,1,0,39232
Peugeot,3008,2017,78004,Essence,Automatique,tres bon etat,berline,119,1.4,1,0,local,Sfax,vert,0,1,0,0,0,0,1,12510
Mitsubishi,Lancer,2017,159392,Diesel,Manuelle,bon etat,monospace,123,1.7,3,0,local,Bizerte,noir,1,1,0,1,1,1,1,7829
Nissan,X-Trail,2024,6641,Essence,Manuelle,bon etat,monospace,144,2.0,2,1,local,Tunis,bleu,0,0,0,0,1,1,0,19943
Volkswagen,Golf 4,2017,67685,Diesel,Automatique,tres bon etat,monospace,106,1.4,3,0,local,Gafsa,vert,0,0,1,1,0,0,1,13933
Mercedes,GLA,2005,361315,Essence,Manuelle,tres bon etat,monospace,145,1.4,1,0,local,Gafsa,argent,1,1,0,0,0,0,0,2000
Nissan,Qashqai,2010,343394,Essence,Automatique,bon etat,break,154,1.7,1,0,imported,Tunis,beige,1,0,0,0,1,0,0,2000
Kia,Sportage,2015,143642,Essence,Automatique,excellent,monospace,119,1.1,2,0,imported,Ben Arous,bleu,0,1,0,0,1,1,1,8236
Nissan,Micra,2020,103437,Essence,Manuelle,excellent,monospace,144,1.9,2,0,local,Nabeul,noir,0,1,0,0,0,0,0,12914
BMW,116i,2011,277723,Diesel,Manuelle,moyen,monospace,155,1.8,1,0,imported,Sousse,argent,0,0,0,1,1,0,0,7724
Chery,Tiggo,2012,251971,Essence,Manuelle,tres bon etat,SUV,161,1.8,3,0,imported,Bizerte,gris,1,1,1,1,0,1,0,2000
Toyota,Hiace,2020,61482,Essence,Automatique,moyen,SUV,123,1.7,1,0,local,Bizerte,blanc,0,0,1,0,0,0,1,14079
Suzuki,Swift,2012,183695,Essence,Automatique,bon etat,break,135,1.5,1,1,imported,Kairouan,gris,1,0,1,0,1,1,0,2000
Audi,A6,2013,36682,Essence,Manuelle,bon etat,SUV,126,1.3,2,1,local,Nabeul,vert,0,0,1,0,0,0,0,12674
Opel,Insignia,2020,65584,Essence,Manuelle,tres bon etat,compacte,127,1.4,1,0,local,Ben Arous,noir,0,0,0,0,0,1,0,12140
Hyundai,Elantra,2008,349784,Essence,Manuelle,tres bon etat,monospace,130,1.7,2,0,imported,Bizerte,vert,1,1,0,1,0,0,1,2000
Hyundai,Accent,2011,251877,Essence,Manuelle,bon etat,monospace,106,1.1,4,0,local,Sousse,gris,0,1,1,0,0,1,0,2000
Mitsubishi,Outlander,2023,34186,Essence,Manuelle,tres bon etat,citadine,89,1.0,1,1,local,Tunis,beige,0,1,0,0,0,1,0,15623
Hyundai,i20,2023,23809,Diesel,Automatique,bon etat,SUV,157,1.9,1,0,local,Gabes,vert,1,0,0,1,0,1,1,19925
Nissan,Qashqai,2021,28046,Essence,Manuelle,bon etat,compacte,100,1.6,3,0,imported,Ben Arous,argent,0,0,0,0,1,1,1,19145
BMW,118i,2016,110984,Diesel,Manuelle,bon etat,SUV,134,1.8,1,0,local,Sfax,noir,0,1,1,1,0,0,0,23377
Fiat,500,2005,305069,Diesel,Manuelle,moyen,citadine,75,0.9,2,1,local,Gabes,argent,0,1,0,0,0,0,0,2000
Ford,Focus,2024,15692,Diesel,Automatique,tres bon etat,citadine,67,0.9,1,0,local,Nabeul,noir,0,0,0,0,1,1,1,23787
Nissan,Micra,2008,342270,Diesel,Manuelle,bon etat,break,117,1.0,2,0,local,Gafsa,vert,0,0,1,0,1,0,0,2000
Toyota,Rav4,2024,17576,Essence,Manuelle,tres bon etat,citadine,89,0.9,1,0,local,Kairouan,rouge,0,0,0,0,1,0,1,31066
Toyota,Avensis,2018,88012,Hybride,Manuelle,bon etat,break,125,1.7,3,0,local,Sfax,gris,0,0,0,1,0,1,0,12363
Ford,Focus,2017,187164,Hybride,Automatique,tres bon etat,compacte,103,1.1,1,1,imported,Nabeul,argent,1,1,0,1,1,0,0,6725
Opel,Astra,2018,41421,Essence,Manuelle,bon etat,SUV,204,2.9,4,0,local,Sfax,vert,0,1,0,0,0,0,0,8883
Chery,Arrizo,2017,67959,Diesel,Automatique,tres bon etat,SUV,164,1.9,2,0,local,Tunis,noir,1,0,1,0,0,0,0,8130
Nissan,X-Trail,2014,199034,Diesel,Manuelle,excellent,break,127,1.5,2,0,local,Bizerte,argent,0,0,0,0,1,0,0,4049
Mitsubishi,Outlander,2018,102727,Essence,Manuelle,bon etat,compacte,108,1.5,1,0,local,Gabes,bleu,1,0,1,0,1,0,1,10688
Renault,Clio,2023,16664,Essence,Automatique,tres bon etat,citadine,93,1.2,1,0,local,Sousse,beige,0,0,0,0,0,1,0,20948
Nissan,Micra,2020,94670,Hybride,Manuelle,a reparer,compacte,102,1.1,3,0,local,Ben Arous,gris,1,1,1,1,0,0,1,8481
Fiat,Punto,2015,249922,Diesel,Manuelle,tres bon etat,monospace,101,1.4,3,0,imported,Bizerte,rouge,1,0,0,1,0,0,0,2000
Dacia,Sandero,2023,18884,Diesel,Automatique,excellent,SUV,192,2.2,1,0,imported,Gafsa,argent,1,1,1,0,1,1,1,18587
Chery,Arrizo,2024,9824,Essence,Automatique,bon etat,SUV,121,1.5,4,0,local,Gabes,noir,1,1,0,0,0,0,1,18243
Dacia,Sandero,2021,60957,Essence,Automatique,excellent,berline,177,2.1,2,0,local,Sousse,vert,1,1,0,1,1,0,1,14028
Hyundai,i20,2007,236028,Essence,Manuelle,bon etat,compacte,101,1.8,1,1,local,Ariana,gris,1,1,0,1,1,1,0,2000
Ford,Kuga,2016,135417,Diesel,Automatique,excellent,citadine,93,1.2,1,0,imported,Sfax,vert,0,1,1,0,1,1,1,9301
Audi,Q3,2017,129678,Essence,Manuelle,tres bon etat,citadine,94,1.0,3,0,imported,Gafsa,rouge,0,1,0,1,0,0,1,26127
Peugeot,2008,2020,80554,Diesel,Automatique,tres bon etat,break,140,1.7,2,1,local,Bizerte,rouge,1,1,0,0,1,1,0,11452
Renault,Megane,2012,216432,Essence,Manuelle,bon etat,break,153,1.7,3,0,imported,Tunis,bleu,1,1,1,0,0,1,0,2000
Mercedes,C200,2008,375684,Essence,Automatique,tres bon etat,break,129,1.6,1,0,local,Gabes,noir,0,0,0,0,0,0,0,2000
Peugeot,308,2006,224422,Essence,Manuelle,excellent,citadine,73,0.9,3,0,local,Bizerte,rouge,0,0,1,1,1,1,0,2000
Chery,Arrizo,2020,89229,Essence,Manuelle,bon etat,break,116,1.4,3,0,local,Ben Arous,noir,0,0,0,0,0,1,1,8845
BMW,116i,2020,78922,Essence,Manuelle,bon etat,break,100,1.2,1,0,local,Gafsa,noir,0,0,0,1,1,0,1,39313
BMW,520d,2011,150112,Diesel,Automatique,excellent,citadine,72,0.9,2,0,local,Sfax,beige,1,1,1,1,0,0,0,15090
Renault,Symbol,2021,73592,Diesel,Automatique,tres bon etat,citadine,65,0.9,1,0,local,Tunis,gris,1,1,0,1,0,0,0,18008
Mitsubishi,Outlander,2012,157263,Essence,Automatique,bon etat,compacte,108,1.1,1,0,local,Ben Arous,noir,0,0,0,1,1,1,0,3519
Peugeot,208,2022,64980,Diesel,Manuelle,excellent,monospace,157,1.8,1,0,local,Sfax,beige,0,1,0,1,0,0,1,21924
Nissan,X-Trail,2016,112895,Essence,Manuelle,bon etat,berline,146,1.8,2,0,imported,Sfax,noir,0,0,0,0,1,0,0,7869
Dacia,Duster,2021,61123,Essence,Manuelle,moyen,compacte,128,1.6,1,0,imported,Nabeul,vert,0,0,0,1,0,0,0,9842
Hyundai,i20,2018,134796,Diesel,Automatique,bon etat,monospace,153,1.9,2,0,local,Bizerte,argent,0,1,0,0,1,1,1,9258
Mercedes,C200,2022,50512,Essence,Automatique,tres bon etat,citadine,61,0.9,2,0,local,Sfax,blanc,1,0,1,0,1,0,0,57721
Toyota,Yaris,2021,78098,Diesel,Automatique,a reparer,citadine,66,0.9,2,1,local,Ben Arous,rouge,1,1,1,0,0,0,1,9154
Mercedes,C180,2019,112728,Essence,Manuelle,tres bon etat,break,115,1.5,2,0,local,Gafsa,argent,1,0,0,1,0,0,1,39558
Nissan,Qashqai,2005,183748,Essence,Manuelle,bon etat,compacte,110,1.3,2,0,local,Kairouan,argent,0,0,0,0,0,1,0,2000
Hyundai,i10,2015,130477,Diesel,Manuelle,bon etat,monospace,116,1.3,1,0,local,Tunis,bleu,0,1,0,0,0,0,1,4696
Peugeot,2008,2017,164909,Diesel,Automatique,bon etat,citadine,76,1.2,1,1,imported,Ariana,vert,1,0,1,0,0,0,0,6070
Mitsubishi,Lancer,2020,71243,Hybride,Manuelle,tres bon etat,citadine,85,1.2,1,0,local,Kairouan,vert,1,0,1,0,0,0,0,15768
Audi,Q3,2022,55357,Hybride,Manuelle,excellent,compacte,92,1.4,3,0,local,Bizerte,noir,0,0,0,1,0,1,0,59387
Renault,Captur,2018,126531,Diesel,Manuelle,tres bon etat,berline,152,1.8,1,0,local,Bizerte,bleu,0,0,0,0,0,0,1,9013
Mercedes,GLA,2024,19917,Essence,Manuelle,tres bon etat,break,132,1.4,1,0,imported,Sfax,gris,0,0,0,1,0,1,1,74476
Nissan,Qashqai,2017,139905,Essence,Manuelle,tres bon etat,compacte,87,0.9,2,0,local,Gabes,rouge,1,0,0,1,0,0,0,8854
Kia,Picanto,2009,326177,Essence,Automatique,moyen,monospace,131,1.6,3,0,local,Ariana,bleu,1,1,0,0,0,1,0,2000
Hyundai,i10,2018,83661,Diesel,Automatique,tres bon etat,citadine,80,0.9,2,0,local,Ben Arous,gris,1,1,1,0,0,1,0,10614
Peugeot,301,2021,41183,Diesel,Manuelle,bon etat,citadine,76,0.9,2,0,local,Sousse,noir,1,0,0,1,1,1,1,17201
Peugeot,206,2020,41544,Diesel,Automatique,tres bon etat,SUV,170,2.2,2,0,local,Sfax,rouge,0,0,0,0,1,1,0,15886
Volkswagen,Golf 4,2016,197880,Hybride,Manuelle,bon etat,compacte,105,1.2,1,1,imported,Nabeul,noir,0,0,1,1,1,0,1,8003
Renault,Captur,2006,298795,Essence,Automatique,tres bon etat,monospace,137,1.6,2,0,local,Tunis,vert,1,0,1,0,0,0,0,2000
Ford,Focus,2016,106182,Essence,Automatique,tres bon etat,SUV,171,2.2,2,0,local,Tunis,argent,0,0,0,1,0,1,0,7415
BMW,520d,2007,419629,Essence,Manuelle,excellent,berline,160,1.7,2,0,local,Bizerte,argent,0,0,0,0,0,1,1,2000
Chery,Tiggo,2011,268956,Diesel,Automatique,bon etat,SUV,138,1.5,1,0,local,Nabeul,beige,0,0,0,0,0,0,0,2000
Mitsubishi,Outlander,2006,178901,Diesel,Manuelle,tres bon etat,compacte,124,1.4,2,0,imported,Gafsa,argent,0,0,1,0,1,0,1,2000
Peugeot,2008,2008,318348,Diesel,Manuelle,a reparer,break,139,1.9,1,0,local,Gafsa,argent,0,1,0,0,1,0,1,2000
Toyota,Corolla,2014,217541,Essence,Manuelle,bon etat,monospace,135,1.4,2,0,imported,Ariana,vert,0,1,0,0,0,0,1,3806
Audi,A4,2009,214327,Essence,Manuelle,bon etat,monospace,160,1.9,1,0,local,Gafsa,blanc,0,0,0,0,1,1,0,6943
Audi,A4,2024,13782,Essence,Manuelle,a reparer,SUV,177,1.9,1,1,local,Sousse,beige,0,0,1,1,1,0,1,25909
Renault,Clio,2013,184553,Essence,Manuelle,excellent,SUV,170,1.9,1,0,imported,Gafsa,argent,1,1,1,0,1,0,0,3660
Hyundai,Elantra,2015,130008,Diesel,Automatique,moyen,berline,137,1.6,1,0,imported,Sousse,gris,0,0,0,0,0,0,0,4463
Kia,Carens,2014,222751,Diesel,Automatique,tres bon etat,monospace,148,2.0,1,1,local,Sfax,bleu,0,1,0,1,0,0,1,2115
BMW,320i,2015,179167,Essence,Manuelle,a reparer,monospace,112,1.0,3,0,local,Nabeul,gris,0,0,1,1,0,1,0,10906
Audi,A4,2014,121865,Diesel,Automatique,tres bon etat,monospace,130,1.6,1,0,local,Sousse,gris,1,0,0,0,1,1,1,21093
Peugeot,3008,2009,393716,Diesel,Manuelle,a reparer,break,118,1.5,2,0,imported,Gafsa,bleu,0,0,1,0,1,0,0,2000
Dacia,Duster,2019,120733,Essence,Automatique,tres bon etat,monospace,159,2.0,1,1,imported,Nabeul,bleu,1,1,0,0,0,0,0,6915
Toyota,Corolla,2023,11052,Diesel,Automatique,bon etat,berline,159,1.9,1,0,local,Ben Arous,argent,1,0,0,0,0,1,1,25653
Dacia,Duster,2023,13560,Essence,Manuelle,excellent,citadine,82,1.0,3,0,imported,Gabes,vert,0,0,1,1,1,0,1,18820
Toyota,Hiace,2013,286471,Essence,Manuelle,bon etat,citadine,79,0.9,1,0,local,Gafsa,argent,0,1,1,0,0,1,0,2000
Toyota,Hiace,2005,358625,Essence,Automatique,tres bon etat,berline,156,2.3,2,0,imported,Sfax,noir,1,1,0,1,0,0,0,2000
Mercedes,C200,2006,233370,Diesel,Manuelle,excellent,citadine,64,0.9,2,1,local,Gafsa,beige,1,0,1,0,0,0,0,3461
Peugeot,301,2021,91712,Diesel,Manuelle,moyen,compacte,106,1.2,2,0,imported,Nabeul,argent,1,0,0,0,0,0,1,13612
Suzuki,Celerio,2006,381966,Diesel,Automatique,bon etat,berline,158,2.2,2,1,local,Ben Arous,argent,0,1,0,0,0,0,1,2000
Kia,Picanto,2024,13468,Essence,Manuelle,bon etat,citadine,84,0.9,1,0,local,Bizerte,noir,0,1,0,1,0,1,1,19497
BMW,X1,2005,308937,Essence,Manuelle,tres bon etat,monospace,101,1.6,1,0,imported,Sfax,beige,1,0,1,1,1,0,1,2790
Kia,Sportage,2020,57733,Diesel,Manuelle,moyen,berline,143,1.8,1,0,imported,Kairouan,vert,1,0,0,0,1,0,0,13460
Toyota,Avensis,2011,155218,Diesel,Manuelle,tres bon etat,berline,178,2.1,2,0,local,Ben Arous,argent,0,0,1,1,0,0,0,3598
Fiat,500,2011,309951,Essence,Automatique,bon etat,citadine,84,1.1,3,0,local,Kairouan,vert,1,0,0,1,0,0,0,2000
Dacia,Duster,2019,65980,Essence,Manuelle,bon etat,break,154,2.1,3,0,local,Gabes,argent,1,1,1,0,0,0,0,8414
Mitsubishi,Outlander,2014,111621,Essence,Automatique,bon etat,break,144,2.2,1,0,local,Kairouan,gris,1,0,0,0,0,1,0,5015
